Rk,Team,Date,Att,Att,Tot,Pen,1stD,TD,KRTD,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,KRTD,PRTD,IntTD,FRTD,OthTD,RetTD,OppKRTD,OppPRTD,OppIntTD,OppFRTD,,"Rk,Team,Date,Att,Att,TO,Pen,1stD,TD,KRTD,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,KRTD,PRTD,IntTD,FRTD,OthTD,RetTD,OppKRTD,OppPRTD,OppIntTD,OppFRTD"
111,CIN,2023-12-10,25,32,385,5,19,4,0,Sun,13,14,,IND,W 34-14,19,25,6,76,274,2,1,8,4,121.1,0,0,0,11,10.96,10.76,10.76,14.4,32,111,3.5,2,385,57,6.75,60,4.53,1,31:52:00,2:55,5,40,9,66,14,106,19,5,11,3,11,3,27.3,1,1,100,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,,
112,CIN,2023-12-04,39,31,491,6,27,4,0,Mon,12,13,@,JAX,W 34-31 (OT),33,39,6,84.6,335,1,1,2.6,2.6,101.6,2,12,4.88,8.6,8.17,7.95,7.56,10.2,31,156,5,3,491,72,6.82,68,5.53,1,34:03:00,3:27,6,35,7,55,13,90,27,8,17,2,14,8,57.1,2,1,50,4,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
113,CIN,2023-11-26,26,11,222,5,10,1,0,Sun,11,12,,PIT,L 10-16,19,26,7,73.1,197,1,1,3.8,3.8,96.2,4,30,13.33,7.6,6.57,6.62,5.73,10.4,11,25,2.3,0,222,41,5.41,68,6.19,1,22:43,2:48,5,36,5,55,10,91,10,0,9,1,10,2,20,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
114,CIN,2023-11-16,31,23,272,9,20,2,0,Thu,10,11,@,BAL,L 20-34,19,31,12,61.3,136,2,0,6.5,0,97.4,5,33,13.89,4.4,3.78,5.68,4.89,7.2,23,136,5.9,0,272,59,4.61,60,6.75,0,29:23:00,3:08,9,78,9,110,18,188,20,6,10,4,11,2,18.2,1,1,100,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
115,CIN,2023-11-12,40,16,380,4,20,3,0,Sun,9,10,,HOU,L 27-30,27,40,13,67.5,314,2,2,5,5,90.3,4,33,9.09,7.9,7.14,6.6,6,11.6,16,66,4.1,1,380,60,6.33,74,7.35,2,28:30:00,3:10,4,63,7,50,11,113,20,5,11,4,14,6,42.9,1,1,100,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
116,CIN,2023-11-05,44,22,397,6,23,3,0,Sun,8,9,,BUF,W 24-18,31,44,13,70.5,343,2,0,4.5,0,108.9,1,5,2.22,7.8,7.62,8.7,8.51,11.1,22,54,2.5,1,397,67,5.93,55,5.76,0,36:38:00,3:01,6,49,5,49,11,98,23,5,17,1,15,8,53.3,2,1,50,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
117,CIN,2023-10-29,32,27,400,1,29,4,0,Sun,7,8,@,SFO,W 31-17,28,32,4,87.5,266,3,0,9.4,0,134.8,3,17,8.57,8.3,7.6,10.19,9.31,9.5,27,134,5,1,400,62,6.45,56,8.21,1,31:23:00,2:54,1,15,5,54,6,69,29,10,17,2,8,3,37.5,0,0,,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
118,CIN,2023-10-15,35,15,214,5,15,2,0,Sun,6,6,,SEA,W 17-13,24,35,11,68.6,168,2,1,5.7,2.9,88.4,3,17,7.89,4.8,4.42,4.66,4.29,7,15,46,3.1,0,214,53,4.04,70,5.49,1,25:59:00,2:51,5,43,7,64,12,107,15,3,10,2,11,3,27.3,0,0,,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
119,CIN,2023-10-08,46,30,380,4,27,4,0,Sun,5,5,@,ARI,W 34-20,36,46,10,78.3,287,3,1,6.5,2.2,108.1,3,30,6.12,6.2,5.86,6.57,6.16,8,30,93,3.1,0,380,79,4.81,57,5.16,1,38:10:00,3:01,4,40,2,16,6,56,27,7,19,1,14,5,35.7,3,0,0,4,4,4,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,,
120,CIN,2023-10-01,30,18,211,5,14,0,0,Sun,4,4,@,TEN,L 3-27,20,30,10,66.7,139,0,0,0,0,80.6,3,26,9.09,4.6,4.21,4.63,4.21,7,18,72,4,0,211,51,4.14,62,6.45,1,25:15:00,2:47,5,40,5,27,10,67,14,5,8,1,9,2,22.2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
121,CIN,2023-09-25,49,23,309,7,19,1,0,Mon,3,3,,LAR,W 19-16,26,49,23,53.1,242,0,1,0,2,59.8,2,17,3.92,4.9,4.75,4.02,3.86,9.3,23,67,2.9,1,309,74,4.18,52,5.62,1,36:00:00,3:11,7,49,4,28,11,77,19,5,12,2,17,5,29.4,1,1,100,1,1,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,
122,CIN,2023-09-17,41,15,282,5,19,3,0,Sun,2,2,,BAL,L 24-27,27,41,14,65.9,216,2,1,4.9,2.4,85.6,1,6,2.38,5.3,5.14,5.15,5.02,8,15,66,4.4,0,282,57,4.95,70,5.93,1,26:56:00,3:01,5,30,6,56,11,86,19,4,13,2,15,10,66.7,1,1,100,3,3,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,
123,CIN,2023-09-10,32,20,142,4,6,0,0,Sun,1,1,@,CLE,L 3-24,14,32,18,43.8,67,0,0,0,0,51,2,15,5.88,2.1,1.97,2.09,1.97,4.8,20,75,3.8,0,142,54,2.63,72,4.86,0,24:10:00,3:03,4,20,5,43,9,63,6,2,3,1,15,2,13.3,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
124,CLE,2024-01-07,26,24,244,7,13,2,0,Sun,17,18,@,CIN,L 14-31,13,26,13,50,140,2,2,7.7,7.7,63.9,3,26,10.34,5.4,4.83,3.46,3.1,10.8,24,104,4.3,0,244,53,4.6,61,5.38,2,24:14:00,2:55,7,35,1,10,8,45,13,5,8,0,11,2,18.2,1,1,100,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
125,CLE,2023-12-28,29,28,428,4,20,5,0,Thu,16,17,,NYJ,W 37-20,19,29,10,65.5,301,3,1,10.3,3.4,121.2,1,8,3.33,10.4,10.03,10.9,10.53,15.8,28,127,4.5,1,428,58,7.38,68,5.29,3,28:09:00,3:05,4,26,12,74,16,100,20,9,9,2,10,5,50,1,0,0,5,5,4,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,,
126,CLE,2023-12-24,44,30,418,9,26,5,0,Sun,15,16,@,HOU,W 36-22,28,44,16,63.6,364,3,2,6.8,4.5,94.3,1,10,2.22,8.3,8.09,7.59,7.42,13,30,54,1.8,2,418,75,5.57,68,3.68,2,33:34:00,3:20,9,55,10,76,19,131,26,4,19,3,16,6,37.5,6,4,66.7,5,2,2,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,,
127,CLE,2023-12-17,45,18,377,9,14,2,0,Sun,14,15,,CHI,W 20-17,29,45,16,64.4,348,2,3,4.4,6.7,77.9,4,31,8.16,7.7,7.1,5.62,5.16,12,18,29,1.6,0,377,67,5.63,70,3.37,3,31:00:00,3:21,9,48,4,19,13,67,14,1,13,0,16,4,25,1,1,100,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,,
128,CLE,2023-12-10,45,28,389,8,16,4,0,Sun,13,14,,JAX,W 31-27,26,45,19,57.8,307,3,1,6.7,2.2,92,1,4,2.17,6.8,6.67,7.16,7,11.8,28,82,2.9,1,389,74,5.26,74,3.96,3,31:49:00,3:43,8,75,7,40,15,115,16,5,11,0,18,4,22.2,3,3,100,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
129,CLE,2023-12-03,44,23,327,7,20,2,0,Sun,12,13,@,LAR,L 19-36,23,44,21,52.3,240,2,1,4.5,2.3,75.4,2,14,4.35,5.5,5.22,5.34,5.11,10.4,23,87,3.8,0,327,69,4.74,62,6.44,1,34:03:00,3:20,7,86,7,45,14,131,20,9,10,1,16,7,43.8,2,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
130,CLE,2023-11-26,42,24,269,8,19,1,0,Sun,11,12,@,DEN,L 12-29,20,42,22,47.6,162,1,0,2.4,0,68.6,4,28,8.7,3.9,3.52,4.33,3.96,8.1,24,107,4.5,0,269,70,3.84,62,4.74,3,27:12:00,3:12,8,66,8,71,16,137,19,6,10,3,13,2,15.4,5,2,40,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,
131,CLE,2023-11-19,43,29,259,1,20,1,0,Sun,10,11,,PIT,W 13-10,24,43,19,55.8,163,0,1,0,2.3,54.9,1,2,2.27,3.8,3.7,2.74,2.68,6.8,29,96,3.3,1,259,73,3.55,57,4.37,1,31:27:00,3:06,1,10,6,46,7,56,20,7,10,3,17,4,23.5,1,1,100,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
132,CLE,2023-11-12,35,36,373,10,24,3,0,Sun,9,10,@,BAL,W 33-31,20,35,15,57.1,195,1,1,2.9,2.9,72.7,4,18,10.26,5.6,5,4.86,4.36,9.8,36,178,4.9,1,373,75,4.97,50,6.12,2,34:15:00,3:22,10,55,7,64,17,119,24,12,10,2,16,8,50,2,1,50,3,2,1,4,4,1,1,0,0,0,1,0,0,1,0,0,1,0,,
133,CLE,2023-11-05,30,40,326,6,17,3,0,Sun,8,9,,ARI,W 27-0,19,30,11,63.3,213,2,0,6.7,0,107.5,1,6,3.23,7.1,6.87,8.43,8.16,11.2,40,113,2.8,1,326,71,4.59,48,1.21,0,36:25:00,2:58,6,65,4,40,10,105,17,7,9,1,17,6,35.3,2,1,50,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
134,CLE,2023-10-29,32,40,385,4,23,2,0,Sun,7,8,@,SEA,L 20-24,16,32,16,50,230,1,2,3.1,6.3,61.6,3,27,8.57,7.2,6.57,5,4.57,14.4,40,155,3.9,1,385,75,5.13,55,6.58,3,36:40:00,3:02,4,25,7,43,11,68,23,9,10,4,15,6,40,1,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
135,CLE,2023-10-22,37,33,316,4,18,4,0,Sun,6,7,@,IND,W 39-38,16,37,21,43.2,166,0,2,0,5.4,36.2,2,17,5.13,4.5,4.26,2.05,1.95,10.4,33,150,4.5,3,316,72,4.39,67,6.81,2,27:29:00,3:36,4,20,8,67,12,87,18,6,9,3,16,4,25,2,1,50,4,3,3,4,4,1,0,0,0,0,0,1,0,1,0,0,0,0,,
136,CLE,2023-10-15,34,34,334,13,18,1,0,Sun,5,6,,SFO,W 19-17,18,34,16,52.9,174,0,2,0,5.9,45.2,2,18,5.56,5.1,4.83,2.47,2.33,9.7,34,160,4.7,1,334,70,4.77,55,3.91,2,33:03:00,3:29,13,119,12,105,25,224,18,10,6,2,13,3,23.1,1,1,100,1,1,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,
137,CLE,2023-10-01,36,25,166,7,13,0,0,Sun,4,4,,BAL,L 3-28,19,36,17,52.8,73,0,3,0,8.3,25.3,4,48,10,2,1.83,-1.72,-1.55,3.8,25,93,3.7,0,166,65,2.55,55,5.38,3,30:10:00,3:02,7,42,8,92,15,134,13,5,6,2,16,4,25,1,1,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
138,CLE,2023-09-24,33,31,341,5,23,3,0,Sun,3,3,,TEN,W 27-3,27,33,6,81.8,263,2,0,6.1,0,123.4,3,26,8.33,8,7.31,9.18,8.42,9.7,31,78,2.5,1,341,67,5.09,45,2.09,1,38:29:00,2:48,5,46,8,80,13,126,23,7,12,4,13,6,46.2,1,1,100,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
139,CLE,2023-09-18,40,35,408,8,20,2,0,Mon,2,2,@,PIT,L 22-26,22,40,18,55,210,1,1,2.5,2.5,70.3,6,25,13.04,5.3,4.57,4.63,4.02,9.5,35,198,5.7,1,408,81,5.04,53,4.81,4,35:28:00,3:28,8,81,5,31,13,112,20,7,12,1,16,5,31.3,2,0,0,2,0,0,3,2,2,2,0,0,0,0,0,0,0,0,0,1,1,,
140,CLE,2023-09-10,29,40,350,5,21,2,0,Sun,1,1,,CIN,W 24-3,16,29,13,55.2,144,1,1,3.4,3.4,67.3,3,10,9.38,5,4.5,4.1,3.72,9,40,206,5.2,1,350,72,4.86,54,2.63,2,35:50:00,3:03,5,43,4,20,9,63,21,12,9,0,14,4,28.6,0,0,,2,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,,
141,CLE,2024-01-13,46,20,324,4,18,2,0,Sat,1,19,@,HOU,L 14-45,34,46,12,73.9,268,1,2,2.2,4.3,80.6,4,39,8,5.8,5.36,4.3,3.96,7.9,20,56,2.8,1,324,70,4.63,44,8.09,2,35:26:00,2:52,4,32,3,20,7,52,18,4,14,0,15,7,46.7,4,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,
142,DAL,2024-01-07,40,29,440,2,31,5,0,Sun,17,18,@,WAS,W 38-10,34,40,6,85,309,4,1,10,2.5,121.8,0,0,0,7.7,7.73,8.6,8.6,9.1,29,131,4.5,1,440,69,6.38,49,3.67,1,33:55:00,2:44,2,20,4,39,6,59,31,6,23,2,10,6,60,1,1,100,5,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
143,DAL,2023-12-30,38,21,384,5,17,2,0,Sat,16,17,,DET,W 20-19,26,38,12,68.4,323,2,1,5.3,2.6,103.5,3,22,7.32,8.5,7.88,8.37,7.76,12.4,21,61,2.9,0,384,62,6.19,67,6.27,2,29:24:00,3:05,5,34,6,35,11,69,17,4,12,1,14,7,50,0,0,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
144,DAL,2023-12-24,32,25,339,6,19,2,0,Sun,15,16,@,MIA,L 20-22,20,32,12,62.5,242,2,0,6.3,0,107.9,4,11,11.11,7.6,6.72,8.81,7.83,12.1,25,97,3.9,0,339,61,5.56,64,5.86,1,31:02:00,3:01,6,38,5,33,11,71,19,7,9,3,12,4,33.3,2,2,100,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
145,DAL,2023-12-17,34,20,195,5,14,1,0,Sun,14,15,@,BUF,L 10-31,21,34,13,61.8,106,0,1,0,2.9,57.7,3,28,8.11,3.1,2.86,1.79,1.65,5,20,89,4.5,1,195,57,3.42,65,5.4,1,24:55:00,2:43,5,48,1,15,6,63,14,7,6,1,13,5,38.5,2,1,50,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
146,DAL,2023-12-10,39,32,394,7,24,3,0,Sun,13,14,,PHI,W 33-13,24,39,15,61.5,256,2,0,5.1,0,99.4,3,15,7.14,6.6,6.1,7.59,7.05,10.7,32,138,4.3,1,394,74,5.32,52,6.23,1,36:36:00,3:08,7,60,10,95,17,155,24,7,13,4,16,9,56.3,1,1,100,3,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,,
147,DAL,2023-11-30,41,34,411,9,33,4,0,Thu,12,13,,SEA,W 41-35,29,41,12,70.7,275,3,0,7.3,0,115.8,4,24,8.89,6.7,6.11,8.17,7.44,9.5,34,136,4,1,411,79,5.2,64,6.34,0,36:27:00,3:25,9,127,10,130,19,257,33,8,19,6,14,8,57.1,2,1,50,4,3,3,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,,
148,DAL,2023-11-23,32,18,431,7,21,6,0,Thu,11,12,,WAS,W 45-10,22,32,10,68.8,331,4,0,12.5,0,142.1,0,0,0,10.3,10.34,12.84,12.84,15,18,100,5.6,1,431,50,8.62,75,5.01,0,23:06,3:07,7,48,4,25,11,73,21,5,15,1,10,6,60,0,0,,6,5,4,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,,
149,DAL,2023-11-19,41,27,311,5,23,4,0,Sun,10,11,@,CAR,W 33-10,27,41,14,65.9,204,2,0,4.9,0,94,0,0,0,5,4.98,5.95,5.95,7.6,27,107,4,1,311,68,4.57,59,3.17,0,31:21:00,3:02,5,45,8,90,13,135,23,7,11,5,16,7,43.8,0,0,,4,4,3,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,,
150,DAL,2023-11-12,44,33,640,9,32,7,0,Sun,9,10,,NYG,W 49-17,33,44,11,75,472,4,2,9.1,4.5,120.6,0,0,0,10.7,10.73,10.5,10.5,14.3,33,168,5.1,3,640,77,8.31,55,3.13,2,37:21:00,3:14,9,83,2,5,11,88,32,12,19,1,12,6,50,2,1,50,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
151,DAL,2023-11-05,44,21,406,10,27,3,0,Sun,8,9,@,PHI,L 23-28,29,44,15,65.9,333,3,0,6.8,0,115.2,5,41,10.2,7.6,6.8,8.93,8.02,11.5,21,73,3.5,0,406,70,5.8,59,4.95,1,29:42:00,3:16,10,83,10,98,20,181,27,3,19,5,15,6,40,5,3,60,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,
152,DAL,2023-10-29,34,26,387,4,24,5,0,Sun,7,8,,LAR,W 43-20,27,34,7,79.4,285,4,1,11.8,2.9,131.3,3,22,8.11,8.4,7.7,9.41,8.65,10.6,26,102,3.9,0,387,63,6.14,58,4.83,1,35:28:00,2:57,4,21,4,25,8,46,24,6,16,2,12,6,50,1,1,100,5,5,5,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,,
153,DAL,2023-10-16,30,26,342,11,20,2,0,Mon,6,6,@,LAC,W 20-17,21,30,9,70,246,1,0,3.3,0,109.3,5,26,14.29,8.2,7.03,8.87,7.6,11.7,26,96,3.7,1,342,61,5.61,61,4.46,1,29:52:00,3:08,11,85,9,79,20,164,20,5,12,3,13,5,38.5,2,1,50,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
154,DAL,2023-10-08,26,19,197,6,8,1,0,Sun,5,5,@,SFO,L 10-42,16,26,10,61.5,140,1,3,3.8,11.5,52.4,4,21,13.33,5.4,4.67,0.96,0.83,8.8,19,57,3,0,197,49,4.02,67,6.28,4,22:55,3:05,6,60,6,45,12,105,8,3,5,0,11,4,36.4,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
155,DAL,2023-10-01,36,30,377,5,22,4,0,Sun,4,4,,NWE,W 38-3,30,36,6,83.3,253,1,0,2.8,0,108.4,3,28,7.69,7,6.49,7.58,7,8.4,30,124,4.1,1,377,69,5.46,55,4.6,0,35:09:00,2:56,5,32,6,50,11,82,22,6,15,1,15,8,53.3,1,0,0,4,3,3,3,3,1,1,0,0,0,1,1,0,2,0,0,0,0,,
156,DAL,2023-09-24,40,33,416,13,26,1,0,Sun,3,3,@,ARI,L 16-28,25,40,15,62.5,231,1,1,2.5,2.5,78,2,18,4.76,5.8,5.5,5.15,4.9,9.2,33,185,5.6,0,416,75,5.55,53,7.55,1,34:33:00,2:56,13,107,8,69,21,176,26,12,11,3,16,9,56.3,1,0,0,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
157,DAL,2023-09-17,38,44,382,6,26,2,0,Sun,2,2,,NYJ,W 30-10,31,38,7,81.6,248,2,0,5.3,0,112.2,1,7,2.56,6.5,6.36,7.58,7.38,8,44,134,3,0,382,83,4.6,46,4.67,0,42:15:00,2:54,6,38,5,29,11,67,26,8,16,2,18,9,50,0,0,,2,1,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,,
158,DAL,2023-09-10,25,30,265,5,18,5,0,Sun,1,1,@,NYG,W 40-0,13,25,12,52,143,0,0,0,0,69.2,0,0,0,5.7,5.72,5.72,5.72,11,30,122,4.1,3,265,55,4.82,65,2.63,0,26:32:00,2:55,5,35,6,72,11,107,18,7,8,3,13,6,46.2,2,1,50,5,5,4,2,2,0,0,0,0,0,1,0,1,2,0,0,0,0,,
159,DAL,2024-01-14,60,25,510,6,37,4,0,Sun,1,19,,GNB,L 32-48,41,60,19,68.3,387,3,2,5,3.3,89.8,4,16,6.25,6.5,6.05,5.95,5.58,9.4,25,123,4.9,1,510,89,5.73,54,7.69,2,31:05:00,3:09,6,48,7,66,13,114,37,8,25,4,16,10,62.5,2,0,0,4,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,,
160,DEN,2024-01-07,34,20,286,4,17,2,0,Sun,17,18,@,LVR,L 14-27,20,34,14,58.8,238,1,1,2.9,2.9,82,5,34,12.82,7,6.1,6.26,5.46,11.9,20,48,2.4,1,286,59,4.85,66,5.44,1,29:24:00,2:56,4,35,0,0,4,35,17,5,12,0,12,4,33.3,3,2,66.7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
161,DEN,2023-12-31,32,33,313,7,16,1,0,Sun,16,17,,LAC,W 16-9,20,32,12,62.5,212,1,0,3.1,0,93.7,2,12,5.88,6.6,6.24,7.25,6.82,10.6,33,101,3.1,0,313,67,4.67,63,4.78,0,33:46:00,2:56,7,49,3,48,10,97,16,8,7,1,17,7,41.2,1,1,100,1,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
162,DEN,2023-12-24,37,23,276,2,19,3,0,Sun,15,16,,NWE,L 23-26,25,37,12,67.6,193,2,0,5.4,0,103.2,5,45,11.9,5.2,4.6,6.3,5.55,7.7,23,83,3.6,1,276,65,4.25,56,5.16,2,31:18:00,3:08,2,25,3,25,5,50,19,9,10,0,13,4,30.8,2,1,50,3,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,,
163,DEN,2023-12-16,32,28,287,4,20,2,0,Sat,14,15,@,DET,L 17-42,18,32,14,56.3,204,1,0,3.1,0,88.4,2,19,5.88,6.4,6,7,6.59,11.3,28,83,3,1,287,62,4.63,64,7,1,28:42:00,3:03,4,40,2,54,6,94,20,7,12,1,13,5,38.5,2,2,100,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
164,DEN,2023-12-10,33,31,322,4,19,3,0,Sun,13,14,@,LAC,W 24-7,21,33,12,63.6,216,2,1,6.1,3,91,2,8,5.71,6.5,6.17,6.39,6.03,10.3,31,106,3.4,1,322,66,4.88,67,4.22,1,33:29:00,3:00,4,26,2,10,6,36,19,9,9,1,17,8,47.1,0,0,,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
165,DEN,2023-12-03,26,30,282,2,16,2,0,Sun,12,13,@,HOU,L 17-22,15,26,11,57.7,164,1,3,3.8,11.5,53.2,3,22,10.34,6.3,5.66,1.88,1.69,10.9,30,118,3.9,1,282,59,4.78,63,5.6,3,26:56:00,3:09,2,8,8,81,10,89,16,9,5,2,11,0,0,3,3,100,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
166,DEN,2023-11-26,22,39,294,8,17,3,0,Sun,11,12,,CLE,W 29-12,13,22,9,59.1,125,1,0,4.5,0,91.9,1,9,4.35,5.7,5.43,6.59,6.3,9.6,39,169,4.3,2,294,62,4.74,70,3.84,1,32:48:00,3:12,8,71,8,66,16,137,17,10,5,2,14,6,42.9,1,0,0,3,3,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,
167,DEN,2023-11-19,35,15,295,4,13,1,0,Sun,10,11,,MIN,W 21-20,27,35,8,77.1,249,1,0,2.9,0,106.7,2,10,5.41,7.1,6.73,7.69,7.27,9.2,15,46,3.1,0,295,52,5.67,70,5.5,0,25:02:00,3:02,4,48,6,55,10,103,13,2,11,0,12,2,16.7,1,1,100,1,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,,
168,DEN,2023-11-13,29,38,300,10,19,2,0,Mon,9,10,@,BUF,W 24-22,24,29,5,82.8,178,2,0,6.9,0,117.4,4,15,12.12,6.1,5.39,7.52,6.61,7.4,38,122,3.2,0,300,71,4.23,52,7.1,1,37:21:00,3:10,10,61,5,63,15,124,19,5,12,2,19,8,42.1,1,1,100,2,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,
169,DEN,2023-10-29,19,40,240,6,19,3,0,Sun,8,8,,KAN,W 24-9,12,19,7,63.2,87,3,0,15.8,0,119.3,6,27,24,4.6,3.48,7.74,5.88,7.3,40,153,3.8,0,240,65,3.69,57,4.81,1,33:47:00,3:00,6,35,5,38,11,73,19,10,7,2,14,6,42.9,1,0,0,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
170,DEN,2023-10-22,29,25,339,8,18,1,0,Sun,7,7,,GNB,W 19-17,20,29,9,69,194,1,0,3.4,0,98.9,1,0,3.33,6.7,6.47,7.38,7.13,9.7,25,145,5.8,0,339,55,6.16,61,5.43,0,28:23:00,2:59,8,60,7,56,15,116,18,6,9,3,12,5,41.7,1,0,0,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,
171,DEN,2023-10-12,22,23,197,3,14,1,0,Thu,6,6,@,KAN,L 8-19,13,22,9,59.1,82,1,2,4.5,9.1,46.6,4,13,15.38,3.7,3.15,0.55,0.46,6.3,23,115,5,0,197,49,4.02,70,5.56,3,24:11:00,2:50,3,34,7,84,10,118,14,8,4,2,10,4,40,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,
172,DEN,2023-10-08,31,22,308,4,18,2,0,Sun,5,5,,NYJ,L 21-31,20,31,11,64.5,169,2,0,6.5,0,103.7,4,27,11.43,5.5,4.83,6.74,5.97,8.5,22,139,6.3,0,308,57,5.4,62,6.56,3,25:24:00,3:03,4,31,9,71,13,102,18,5,10,3,10,4,40,0,0,,2,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,,
173,DEN,2023-10-01,28,19,311,7,17,4,0,Sun,4,4,@,CHI,W 31-28,21,28,7,75,214,3,0,10.7,0,133.5,1,9,3.45,7.6,7.38,9.79,9.45,10.2,19,97,5.1,0,311,48,6.48,70,6.73,0,26:11:00,2:55,7,39,10,91,17,130,17,6,9,2,11,6,54.5,0,0,,4,4,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,,
174,DEN,2023-09-24,38,20,363,7,16,2,1,Sun,3,3,@,MIA,L 20-70,23,38,15,60.5,294,1,1,2.6,2.6,83.9,1,12,2.56,7.7,7.54,7.08,6.9,12.8,20,69,3.5,0,363,59,6.15,71,10.23,3,26:39:00,3:18,7,46,6,55,13,101,16,2,13,1,12,3,25,1,0,0,2,2,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,,
