Rk,Team,Date,Att,Att,Tot,Pen,1stD,TD,KRTD,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,KRTD,PRTD,IntTD,FRTD,OthTD,RetTD,OppKRTD,OppPRTD,OppIntTD,OppFRTD,,"Rk,Team,Date,Att,Att,TO,Pen,1stD,TD,KRTD,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,KRTD,PRTD,IntTD,FRTD,OthTD,RetTD,OppKRTD,OppPRTD,OppIntTD,OppFRTD"
239,IND,2023-12-10,39,18,272,9,19,2,0,Sun,13,14,@,CIN,L 14-34,26,39,13,66.7,226,1,1,2.6,2.6,81.1,3,14,7.14,5.8,5.38,5.15,4.79,8.7,18,46,2.6,0,272,60,4.53,57,6.75,2,28:08:00,2:55,9,66,5,40,14,106,19,4,14,1,11,3,27.3,2,1,50,2,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,,
240,IND,2023-12-03,42,23,355,4,19,3,0,Sun,12,13,@,TEN,W 31-28 (OT),26,42,16,61.9,300,2,0,4.8,0,100.5,3,12,6.67,7.1,6.67,8.1,7.56,11.5,23,55,2.4,0,355,68,5.22,81,4.7,2,29:03:00,3:34,4,29,9,74,13,103,19,5,10,4,14,3,21.4,1,1,100,3,1,1,4,4,1,0,0,0,0,0,0,1,1,0,0,0,0,,
241,IND,2023-11-26,41,27,394,5,26,3,0,Sun,11,12,,TAM,W 27-20,24,41,17,58.5,239,0,1,0,2.4,66.2,2,12,4.65,5.8,5.56,4.73,4.51,10,27,155,5.7,3,394,70,5.63,56,5.32,1,31:21:00,2:57,5,40,4,24,9,64,26,12,13,1,11,2,18.2,4,3,75,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
242,IND,2023-11-12,28,26,264,4,14,1,0,Sun,10,10,@,NWE,W 10-6,18,28,10,64.3,194,0,1,0,3.6,69.6,0,0,0,6.9,6.93,5.32,5.32,10.8,26,70,2.7,1,264,54,4.89,68,5,1,25:35:00,2:44,4,34,5,34,9,68,14,4,8,2,13,5,38.5,2,2,100,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
243,IND,2023-11-05,26,30,198,5,17,3,0,Sun,9,9,@,CAR,W 27-13,17,26,9,65.4,120,1,0,3.8,0,89.7,1,7,3.7,4.6,4.44,5.38,5.19,7.1,30,78,2.6,0,198,57,3.47,71,3.87,1,28:51:00,3:01,5,25,10,81,15,106,17,5,7,5,13,4,30.8,0,0,,3,3,3,2,2,0,0,0,0,0,2,0,0,2,0,0,0,0,,
244,IND,2023-10-29,41,24,371,6,19,3,0,Sun,8,8,,NOR,L 27-38,23,41,18,56.1,207,2,1,4.9,2.4,76.6,2,6,4.65,5,4.81,4.93,4.7,9,24,164,6.8,1,371,67,5.54,66,7.74,1,29:51:00,3:14,6,30,8,73,14,103,19,6,10,3,16,7,43.8,1,1,100,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
245,IND,2023-10-22,23,40,456,8,20,5,0,Sun,7,7,,CLE,L 38-39,15,23,8,65.2,288,2,1,8.7,4.3,119.4,4,17,14.81,12.5,10.67,12.3,10.48,19.2,40,168,4.2,3,456,67,6.81,72,4.39,4,32:31:00,3:36,8,67,4,20,12,87,20,8,11,1,15,7,46.7,0,0,,5,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,
246,IND,2023-10-15,55,17,354,6,18,2,0,Sun,6,6,@,JAX,L 20-37,33,55,22,60,310,1,3,1.8,5.5,60.3,3,19,5.17,5.6,5.34,3.55,3.36,9.4,17,44,2.6,1,354,75,4.72,62,3.76,4,31:19:00,2:58,6,46,5,25,11,71,18,4,14,0,17,6,35.3,6,3,50,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
247,IND,2023-10-08,26,34,429,8,21,2,0,Sun,5,5,,TEN,W 23-16,20,26,6,76.9,236,0,0,0,0,106.7,1,17,3.7,9.1,8.74,9.08,8.74,11.8,34,193,5.7,2,429,61,7.03,58,6,0,31:03:00,2:51,8,55,4,58,12,113,21,7,12,2,13,8,61.5,1,0,0,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
248,IND,2023-10-01,25,31,329,8,19,3,0,Sun,4,4,,LAR,L 23-29 (OT),11,25,14,44,196,2,0,8,0,98.7,2,4,7.41,7.8,7.26,9.44,8.74,17.8,31,133,4.3,1,329,58,5.67,78,5.99,1,24:25:00,3:19,8,80,8,85,16,165,19,6,10,3,10,3,30,2,1,50,3,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,
249,IND,2023-09-24,44,35,327,6,19,1,0,Sun,3,3,@,BAL,W 22-19 (OT),27,44,17,61.4,188,1,0,2.3,0,82.3,5,39,10.2,4.3,3.84,4.73,4.24,7,35,139,4,0,327,84,3.89,72,5.06,0,36:33:00,3:27,6,31,1,5,7,36,19,10,9,0,22,8,36.4,1,0,0,1,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,
250,IND,2023-09-17,33,23,353,8,19,4,0,Sun,2,2,@,HOU,W 31-20,25,33,8,75.8,227,1,0,3,0,104,0,0,0,6.9,6.88,7.48,7.48,9.1,23,126,5.5,3,353,56,6.3,79,4.92,0,25:02:00,3:02,8,42,3,20,11,62,19,6,13,0,12,6,50,0,0,,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
251,IND,2023-09-10,39,26,280,4,18,3,0,Sun,1,1,,JAX,L 21-31,24,39,15,61.5,215,1,1,2.6,2.6,75.1,4,8,9.3,5.5,5,4.87,4.42,9,26,65,2.5,1,280,69,4.06,69,4.96,3,26:23:00,3:12,4,35,4,45,8,80,18,4,12,2,12,2,16.7,5,1,20,3,3,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,
252,JAX,2024-01-07,43,23,362,6,20,2,0,Sun,17,18,@,TEN,L 20-28,29,43,14,67.4,280,2,2,4.7,4.7,81.5,0,0,0,6.5,6.51,5.35,5.35,9.7,23,82,3.6,0,362,66,5.48,55,5.95,2,32:17:00,2:56,6,40,5,29,11,69,20,5,12,3,14,8,57.1,3,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
253,JAX,2023-12-31,24,35,317,1,16,2,0,Sun,16,17,,CAR,W 26-0,17,24,7,70.8,162,0,0,0,0,92,3,16,11.11,6.8,6,6.75,6,9.5,35,155,4.4,2,317,62,5.11,53,2.34,0,33:29:00,2:49,1,15,3,24,4,39,16,6,9,1,16,7,43.8,1,1,100,2,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,
254,JAX,2023-12-24,44,13,305,2,23,2,0,Sun,15,16,@,TAM,L 12-30,28,44,16,63.6,268,2,2,4.5,4.5,80.2,4,37,8.33,6.1,5.58,4.95,4.54,9.6,13,37,2.8,0,305,61,5,73,4.59,4,22:53,2:53,2,20,6,44,8,64,23,4,17,2,9,3,33.3,3,1,33.3,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,
255,JAX,2023-12-17,43,17,333,6,16,1,0,Sun,14,15,,BAL,L 7-23,25,43,18,58.1,258,1,0,2.3,0,83.9,1,6,2.27,6,5.86,6.47,6.32,10.3,17,75,4.4,0,333,61,5.46,69,5.74,2,25:41:00,3:03,6,47,6,54,12,101,16,6,9,1,13,3,23.1,3,2,66.7,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
256,JAX,2023-12-10,50,20,293,7,20,4,0,Sun,13,14,@,CLE,L 27-31,28,50,22,56,235,3,3,6,6,65.2,4,22,7.41,4.7,4.35,3.2,2.96,8.4,20,58,2.9,1,293,74,3.96,74,5.26,4,28:11:00,3:43,7,40,8,75,15,115,20,2,16,2,17,7,41.2,1,0,0,4,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
257,JAX,2023-12-04,39,25,376,7,23,4,0,Mon,12,13,,CIN,L 31-34 (OT),31,39,8,79.5,305,2,0,5.1,0,118.1,4,16,9.3,7.8,7.09,8.85,8.02,9.8,25,71,2.8,2,376,68,5.53,72,6.82,0,34:12:00,3:27,7,55,6,35,13,90,23,9,13,1,15,6,40,2,2,100,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
258,JAX,2023-11-26,38,30,445,6,22,2,0,Sun,11,12,@,HOU,W 24-21,23,38,15,60.5,364,1,1,2.6,2.6,90.2,0,0,0,9.6,9.58,8.92,8.92,15.8,30,81,2.7,1,445,68,6.54,58,6.07,1,33:54:00,3:08,6,35,7,49,13,84,22,5,13,4,13,7,53.8,0,0,,2,1,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,,
259,JAX,2023-11-19,32,36,389,4,24,4,0,Sun,10,11,,TEN,W 34-14,24,32,8,75,261,2,0,6.3,0,119.5,1,1,3.03,8.2,7.91,9.41,9.12,10.9,36,128,3.6,2,389,69,5.64,38,6.18,0,36:26:00,2:47,4,29,7,66,11,95,24,8,13,3,12,4,33.3,4,3,75,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
260,JAX,2023-11-12,32,17,221,5,12,0,0,Sun,9,10,,SFO,L 3-34,18,32,14,56.3,162,0,2,0,6.3,47.7,5,28,13.51,5.1,4.38,2.25,1.95,9,17,59,3.5,0,221,54,4.09,60,7.28,4,26:49:00,2:59,5,39,7,90,12,129,12,2,7,3,12,4,33.3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
261,JAX,2023-10-29,32,30,377,6,20,1,0,Sun,8,8,@,PIT,W 20-10,24,32,8,75,271,1,1,3.1,3.1,100,3,21,8.57,8.5,7.74,7.69,7.03,11.3,30,106,3.5,0,377,65,5.8,64,4.08,3,34:16:00,3:14,6,72,6,52,12,124,20,6,11,3,13,6,46.2,0,0,,1,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,,
262,JAX,2023-10-19,30,26,330,5,18,4,0,Thu,7,7,@,NOR,W 31-24,21,30,9,70,217,1,0,3.3,0,101.7,0,0,0,7.2,7.23,7.9,7.9,10.3,26,113,4.3,2,330,56,5.89,87,4.68,2,23:50,3:10,5,42,3,34,8,76,18,7,9,2,11,2,18.2,2,1,50,4,4,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,,
263,JAX,2023-10-15,30,29,233,5,17,4,0,Sun,6,6,,IND,W 37-20,20,30,10,66.7,148,2,1,6.7,3.3,91.1,3,33,9.09,4.9,4.48,4.77,4.33,7.4,29,85,2.9,2,233,62,3.76,75,4.72,1,28:41:00,2:58,5,25,6,46,11,71,17,7,6,4,14,4,28.6,1,1,100,4,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
264,JAX,2023-10-08,37,40,474,8,29,3,0,Sun,5,5,@,BUF,W 25-20,25,37,12,67.6,278,1,0,2.7,0,102.9,5,37,11.9,7.5,6.62,8.05,7.1,11.1,40,196,4.9,2,474,82,5.78,54,7.19,2,38:12:00,3:22,8,56,11,109,19,165,29,9,16,4,18,10,55.6,0,0,,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,
265,JAX,2023-10-01,30,32,300,3,16,2,0,Sun,4,4,,ATL,W 23-7,23,30,7,76.7,195,1,0,3.3,0,105.8,2,12,6.25,6.5,6.09,7.17,6.72,8.5,32,105,3.3,0,300,64,4.69,57,5.04,0,32:51:00,2:43,3,25,3,50,6,75,16,4,11,1,14,5,35.7,2,1,50,2,2,2,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,,
266,JAX,2023-09-24,42,27,404,6,22,2,0,Sun,3,3,,HOU,L 17-37,29,42,13,69,288,1,1,2.4,2.4,86.2,0,0,0,6.9,6.86,6.26,6.26,9.9,27,116,4.3,1,404,69,5.86,56,6.54,2,32:03:00,3:03,6,49,8,75,14,124,22,8,13,1,13,5,38.5,1,0,0,2,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,
267,JAX,2023-09-17,42,18,271,2,18,0,0,Sun,2,2,,KAN,L 9-17,23,42,19,54.8,197,0,0,0,0,69,4,18,8.7,4.7,4.28,4.69,4.28,8.6,18,74,4.1,0,271,64,4.23,64,6.23,1,28:11:00,3:08,2,10,12,94,14,104,18,1,14,3,12,3,25,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
268,JAX,2023-09-10,32,35,342,4,20,4,0,Sun,1,1,@,IND,W 31-21,24,32,8,75,237,2,1,6.3,3.1,103.8,2,4,5.88,7.4,6.97,7.25,6.82,9.9,35,105,3,2,342,69,4.96,69,4.06,2,33:37:00,3:12,4,45,4,35,8,80,20,9,10,1,12,3,25,3,1,33.3,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,
269,KAN,2024-01-07,30,28,268,3,12,1,0,Sun,17,18,@,LAC,W 13-12,15,30,15,50,145,0,1,0,3.3,51.3,1,9,3.23,4.8,4.68,3.33,3.23,9.7,28,123,4.4,0,268,59,4.54,80,4.41,1,27:05:00,2:59,3,57,1,5,4,62,12,6,6,0,16,6,37.5,1,1,100,1,1,1,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,,
270,KAN,2023-12-31,29,22,373,3,15,1,0,Sun,16,17,,CIN,W 25-17,21,29,8,72.4,241,1,0,3.4,0,109.1,2,4,6.45,8.3,7.77,9,8.42,11.5,22,132,6,0,373,53,7.04,71,3.7,1,25:43:00,2:56,3,39,3,20,6,59,15,4,10,1,12,3,25,1,1,100,1,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,
271,KAN,2023-12-25,45,25,308,5,19,2,0,Mon,15,16,,LVR,L 14-20,28,45,17,62.2,223,1,1,2.2,2.2,74.9,4,23,8.16,5,4.55,4.4,4.04,8,25,85,3.4,1,308,74,4.16,52,3.94,2,34:18:00,3:02,5,44,4,20,9,64,19,6,11,2,16,5,31.3,5,3,60,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,
272,KAN,2023-12-17,38,20,326,2,19,3,0,Sun,14,15,@,NWE,W 27-17,28,38,10,73.7,283,3,2,7.9,5.3,101.8,3,26,7.32,7.4,6.9,6.66,6.17,10.1,20,43,2.2,0,326,61,5.34,51,4.04,2,31:14:00,2:53,2,15,5,45,7,60,19,2,15,2,13,5,38.5,1,0,0,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
273,KAN,2023-12-10,43,18,346,7,21,2,0,Sun,13,14,,BUF,L 17-20,25,43,18,58.1,264,1,1,2.3,2.3,74.9,1,7,2.27,6.1,6,5.56,5.43,10.6,18,82,4.6,1,346,62,5.58,73,4.48,2,24:39:00,3:16,7,45,4,35,11,80,21,6,14,1,12,6,50,1,0,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
274,KAN,2023-12-03,33,25,337,5,25,2,0,Sun,12,13,@,GNB,L 19-27,21,33,12,63.6,189,1,1,3,3,79.1,3,21,8.33,5.7,5.25,4.97,4.56,9,25,148,5.9,1,337,61,5.52,63,6.06,1,29:28:00,3:05,5,50,7,63,12,113,25,10,13,2,11,7,63.6,1,0,0,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,
275,KAN,2023-11-26,34,23,360,4,23,4,0,Sun,11,12,@,LVR,W 31-17,27,34,7,79.4,291,2,0,5.9,0,122.8,1,7,2.86,8.6,8.31,9.74,9.46,10.8,23,69,3,2,360,58,6.21,58,6.17,0,30:45:00,2:48,4,40,0,0,4,40,23,6,17,0,11,5,45.5,0,0,,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
276,KAN,2023-11-20,43,30,336,7,23,2,0,Mon,10,11,,PHI,L 17-21,24,43,19,55.8,168,2,1,4.7,2.3,71.6,1,9,2.27,3.9,3.82,3.79,3.7,7,30,168,5.6,0,336,74,4.54,54,4.41,2,32:01:00,3:04,7,55,7,61,14,116,23,10,10,3,17,8,47.1,3,2,66.7,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
277,KAN,2023-11-05,30,24,267,9,16,3,0,Sun,9,9,,MIA,W 21-14,20,30,10,66.7,174,2,0,6.7,0,105.6,2,11,6.25,5.8,5.44,7.13,6.69,8.7,24,93,3.9,0,267,56,4.77,58,5.03,1,29:36:00,3:04,9,69,6,45,15,114,16,4,11,1,10,3,30,0,0,,3,3,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,
278,KAN,2023-10-29,38,16,274,5,18,0,0,Sun,8,8,@,DEN,L 9-24,24,38,14,63.2,212,0,2,0,5.3,59.1,3,28,7.32,5.6,5.17,3.21,2.98,8.8,16,62,3.9,0,274,57,4.81,65,3.69,5,26:13:00,3:00,5,38,6,35,11,73,18,3,12,3,10,3,30,3,1,33.3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
279,KAN,2023-10-22,42,21,483,6,25,4,0,Sun,7,7,,LAC,W 31-17,32,42,10,76.2,415,4,1,9.5,2.4,129.5,1,9,2.33,9.9,9.65,10.71,10.47,13,21,68,3.2,0,483,64,7.55,61,5.87,2,31:40:00,2:55,6,43,4,43,10,86,25,3,21,1,11,6,54.5,0,0,,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
280,KAN,2023-10-12,41,27,389,7,22,1,0,Thu,6,6,,DEN,W 19-8,30,41,11,73.2,293,1,1,2.4,2.4,92.1,2,13,4.65,7.1,6.81,6.54,6.23,9.8,27,96,3.6,0,389,70,5.56,49,4.02,1,35:49:00,2:50,7,84,3,34,10,118,22,6,14,2,13,4,30.8,1,0,0,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,
281,KAN,2023-10-08,41,21,333,10,21,3,0,Sun,5,5,@,MIN,W 27-20,31,41,10,75.6,266,2,0,4.9,0,109.9,2,15,4.65,6.5,6.19,7.46,7.12,8.6,21,67,3.2,1,333,64,5.2,68,4.84,0,31:59:00,3:00,10,86,4,51,14,137,21,5,15,1,15,9,60,0,0,,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
282,KAN,2023-10-01,30,35,401,5,24,2,0,Sun,4,4,@,NYJ,W 23-20,18,30,12,60,197,1,2,3.3,6.7,63.6,1,6,3.23,6.6,6.35,4.23,4.1,10.9,35,204,5.8,1,401,66,6.08,57,5.89,2,32:09:00,2:55,5,46,7,42,12,88,24,11,9,4,12,7,58.3,0,0,,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
283,KAN,2023-09-24,38,37,456,3,31,5,0,Sun,3,3,,CHI,W 41-10,27,38,11,71.1,303,3,2,7.9,5.3,98.9,0,0,0,8,7.97,7.18,7.18,11.2,37,153,4.1,2,456,75,6.08,51,3.98,2,36:13:00,2:55,3,15,6,32,9,47,31,12,16,3,14,10,71.4,0,0,,5,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
284,KAN,2023-09-17,41,22,399,12,19,2,0,Sun,2,2,@,JAX,W 17-9,29,41,12,70.7,298,2,1,4.9,2.4,98.1,1,7,2.38,7.3,7.1,7.15,6.98,10.3,22,101,4.6,0,399,64,6.23,64,4.23,3,31:49:00,3:08,12,94,2,10,14,104,19,7,12,0,13,4,30.8,2,2,100,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
285,KAN,2023-09-07,39,23,316,3,17,2,0,Thu,1,1,,DET,L 20-21,21,39,18,53.8,226,2,1,5.1,2.6,77.5,0,0,0,5.8,5.79,5.67,5.67,10.8,23,90,3.9,0,316,62,5.1,70,5.26,1,27:22:00,3:02,3,25,4,63,7,88,17,6,10,1,14,5,35.7,1,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,,
286,KAN,2024-02-11,46,30,455,6,24,2,0,Sun,4,22,N,SFO,W 25-22 (OT),34,46,12,73.9,325,2,1,4.3,2.2,99.3,3,8,6.12,7.1,6.63,6.96,6.53,9.6,30,130,4.3,0,455,79,5.76,71,5.38,2,36:26:00,4:06,6,55,6,40,12,95,24,9,15,0,19,9,47.4,1,1,100,2,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,
287,KAN,2024-01-28,39,32,319,3,22,2,0,Sun,3,21,@,BAL,W 17-10,30,39,9,76.9,230,1,0,2.6,0,100.5,2,11,4.88,5.9,5.61,6.41,6.1,7.7,32,89,2.8,1,319,73,4.37,57,5.89,0,37:30:00,3:09,3,30,8,95,11,125,22,5,12,5,18,8,44.4,2,1,50,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
288,KAN,2024-01-21,23,24,361,2,21,3,0,Sun,2,20,@,BUF,W 27-24,17,23,6,73.9,215,2,0,8.7,0,131.6,0,0,0,9.3,9.35,11.09,11.09,12.6,24,146,6.1,1,361,47,7.68,78,4.72,1,22:57,3:02,2,15,5,28,7,43,21,7,12,2,5,1,20,0,0,,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
289,KAN,2024-01-13,41,34,409,5,25,2,0,Sat,1,19,,MIA,W 26-7,23,41,18,56.1,262,1,0,2.4,0,83.6,0,0,0,6.4,6.39,6.88,6.88,11.4,34,147,4.3,1,409,75,5.45,59,4.47,1,34:05:00,3:07,5,45,8,62,13,107,25,8,14,3,15,6,40,1,1,100,2,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,
290,LAC,2024-01-07,47,30,353,1,22,0,0,Sun,17,18,,KAN,L 12-13,28,47,19,59.6,235,0,0,0,0,74.6,3,23,6,5,4.7,5,4.7,8.4,30,118,3.9,0,353,80,4.41,59,4.54,1,32:55:00,2:59,1,5,3,57,4,62,22,8,12,2,19,7,36.8,3,2,66.7,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,,
291,LAC,2023-12-31,38,24,301,3,17,0,0,Sun,16,17,@,DEN,L 9-16,24,38,14,63.2,215,0,0,0,0,78.8,1,5,2.56,5.7,5.51,5.66,5.51,9,24,86,3.6,0,301,63,4.78,67,4.67,1,26:14:00,2:56,3,48,7,49,10,97,17,6,10,1,11,2,18.2,2,1,50,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
292,LAC,2023-12-23,33,27,273,6,18,1,0,Sat,15,16,,BUF,L 22-24,23,33,10,69.7,175,0,0,0,0,87.3,5,40,13.16,5.3,4.61,5.3,4.61,7.6,27,98,3.6,1,273,65,4.2,52,6.44,0,33:04:00,2:55,6,29,7,64,13,93,18,6,10,2,14,4,28.6,0,0,,1,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,
293,LAC,2023-12-14,32,28,326,6,18,3,0,Thu,14,15,@,LVR,L 21-63,23,32,9,71.9,234,3,1,9.4,3.1,113.7,3,23,8.57,7.3,6.69,7.78,7.11,10.2,28,92,3.3,0,326,63,5.17,63,6,5,30:09:00,3:13,6,65,4,30,10,95,18,4,13,1,12,6,50,1,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,
294,LAC,2023-12-10,42,19,283,2,17,1,0,Sun,13,14,,DEN,L 7-24,22,42,20,52.4,207,0,1,0,2.4,63.1,6,68,12.5,4.9,4.31,3.86,3.38,9.4,19,76,4,1,283,67,4.22,66,4.88,2,26:31:00,3:00,2,10,4,26,6,36,17,3,13,1,12,0,0,6,1,16.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
295,LAC,2023-12-03,37,24,241,4,13,0,0,Sun,12,13,@,NWE,W 6-0,22,37,15,59.5,212,0,0,0,0,75.5,0,0,0,5.7,5.73,5.73,5.73,9.6,24,29,1.2,0,241,61,3.95,62,4.15,0,28:50:00,2:47,4,20,3,14,7,34,13,5,8,0,15,5,33.3,0,0,,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
296,LAC,2023-11-26,44,19,279,5,16,1,0,Sun,11,12,,BAL,L 10-20,29,44,15,65.9,193,1,1,2.3,2.3,75.7,3,24,6.38,4.4,4.11,3.82,3.57,6.7,19,86,4.5,0,279,66,4.23,69,5.23,4,26:37:00,3:04,5,41,5,42,10,83,16,5,11,0,15,7,46.7,3,1,33.3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
297,LAC,2023-11-19,36,24,394,4,17,2,0,Sun,10,11,@,GNB,L 20-23,21,36,15,58.3,244,2,0,5.6,0,99.3,2,16,5.26,6.8,6.42,7.89,7.47,11.6,24,150,6.3,0,394,62,6.35,71,5.59,1,28:02:00,3:08,4,54,7,46,11,100,17,5,11,1,14,7,50,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
298,LAC,2023-11-12,40,28,421,3,24,5,0,Sun,9,10,,DET,L 38-41,27,40,13,67.5,323,4,1,10,2.5,114.9,0,0,0,8.1,8.08,8.95,8.95,12,28,98,3.5,1,421,68,6.19,64,8.33,1,29:26:00,2:58,3,36,4,44,7,80,24,5,16,3,14,7,50,3,3,100,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
299,LAC,2023-11-06,30,21,191,4,14,3,0,Mon,8,9,@,NYJ,W 27-6,16,30,14,53.3,107,0,0,0,0,65.4,5,29,14.29,3.6,3.06,3.57,3.06,6.7,21,84,4,2,191,56,3.41,77,3.51,0,25:33:00,3:00,4,39,8,40,12,79,14,5,7,2,16,7,43.8,0,0,,3,3,3,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,,
300,LAC,2023-10-29,40,25,352,2,20,3,0,Sun,7,8,,CHI,W 30-13,31,40,9,77.5,298,3,0,7.5,0,122.7,0,0,0,7.5,7.45,8.95,8.95,9.6,25,54,2.2,0,352,65,5.42,63,4.68,1,31:28:00,2:55,2,15,7,53,9,68,20,1,18,1,13,7,53.8,1,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
301,LAC,2023-10-22,30,26,358,4,16,2,0,Sun,6,7,@,KAN,L 17-31,17,30,13,56.7,219,1,2,3.3,6.7,68.6,5,40,14.29,7.3,6.26,4.97,4.26,12.9,26,139,5.3,1,358,61,5.87,64,7.55,2,28:20:00,2:55,4,43,6,43,10,86,16,4,11,1,14,6,42.9,1,1,100,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
302,LAC,2023-10-16,37,23,272,9,18,2,0,Mon,5,6,,DAL,L 17-20,22,37,15,59.5,219,2,1,5.4,2.7,84,1,8,2.63,5.9,5.76,5.78,5.63,10,23,53,2.3,0,272,61,4.46,61,5.61,1,30:08:00,3:08,9,79,11,85,20,164,18,2,12,4,14,5,35.7,2,1,50,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
